Region,BEIS School ID,School.Name,Division,Legislative.District,Province,City or Municipality,Barangay,Latitude,Longitude, Kinder , Grade 1 , Grade 2 , Grade 3 , Grade 4 , Grade 5 , Grade 6 , Grade 7 , Grade 8 , Grade 9 , Grade 10 , Grade 11 , Grade 12 , Total Seats 
NCR,406507,Christian Family Center School Foundation,#N/A,II,NCR,City of Quezon,Holy Spirit,14.68858,121.0859,30,29,29,29,35,20,15,17,20,13,17,118,154,526
BARMM,478022,"Children Development Center Marawi City, Inc.",#N/A,Lanao del Sur 1,Lanao del Sur,Bubong,Poblacion Bubong ,1457929,121064494,40,100,100,100,80,80,50, -   , -   , -   , -   , -   , -   ,550
Region IX,410929,"Ferdale Christian Academy, INC",#N/A,Balangasan District ,Zamboanga Del Sur,City of Pagadian ,Barangay Balangasan ,7.827011,123.431092,15,9,3, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,27
BARMM,469527,"Amos Educare Institute, Inc.",#N/A,Lone District,*Province of Maguindanao,"""City of Cotabato""",Barangay Bagua 2,14.57929,121.06494,20,15,15,15,15,15,15, -   , -   , -   , -   , -   , -   ,110
BARMM,410637,"MADRASATO LIMOGAO LITAHFIDEL QUR'AN AL-ISLAMIA, INC.",#N/A,district I,Lanao del Sur ,saguiaran,Limogao,14.57929,121.06494,40,20,20,10,10, -   , -   , -   , -   , -   , -   , -   , -   ,100
BARMM,478022,"Children Development Center Marawi City, Inc.",#N/A,Lanao del Sur 1,Lanao del Sur,Bubong,Poblacion Bubong,1457929,12106494,40,100,100,100,80,80,50, -   , -   , -   , -   , -   , -   ,550
BARMM,409207,GUPPAH MISSION ADVENTIST ACADEMY INC.,#N/A,Mapun District ,Tawi Tawi ,Mapun ,Guppah ,14.57929,121.06494, -   , -   , -   , -   , -   , -   , -   ,28,12,29,22,11,7,109
BARMM,405815,San Vicente Academy Educational Svc. Coop.,#N/A,Lone District,Maguindanao,Cotabato City,RH IX,7.1986,124.23987, -   , -   , -   , -   , -   , -   , -   ,165,165,165,110, -   , -   ,605
NIR,404132,Northside Christian Academy,Bacolod City,Lone,NIR,Bacolod City,Villamonte,10.677391,122.965537,2,5,3,6,8,5,6, -   , -   , -   , -   , -   , -   ,35
NIR,408105,Kiddies World Montessori School,Bacolod City,Lone District,Province of Negros Occidental,City of Bacolod,Barangay Villamonte ,10.68645319,122.5462946,23, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,23
NCR,488536,Christ the Living Intercessor Christian School,#N/A,Lone District,NCR,City of Muntinlupa,Barangay Putatan,14.40205221,121.033935,42,24,35,39,43,45,30, -   , -   , -   , -   , -   , -   ,258
BARMM,405805,"Mindanao Capitol College, Inc.",#N/A,District 1 ,BARMM ,City of Cotabato ,Poblacion 5,14.57929,121.06494, -   , -   , -   , -   , -   , -   , -   ,17,18,31,25,35,25,151
NIR,404130,Megumi Academy Inc.,#N/A,Lone,Negros occidental,Bacolod City,Singcang,14.57929,121.06494,35,20,20,20,15,35,30,30,30,30,30, -   , -   ,295
Region VI,403960,"St. Anthony's High School of Barbaza, Inc.",Antique,Lone District,Province of Antique,Municipality of Barbaza,Barangay Poblacion,11.19413,122.03837, -   , -   , -   , -   , -   , -   , -   ,124,111,92,108,109,116,660
Region VI,440010,"Saint Barbara Grade School, Inc.",Iloilo,2nd District,Iloilo,Santa Barbara,Barangay Zone 2,10.82785,122.53252,32,27,23,22,16,26,15, -   , -   , -   , -   , -   , -   ,161
BARMM,406063,"San Isidro High School of Balabagan, Inc.",#N/A,District 2,Province of Lanao del Sur,Municipality of Balabagan,Poblacion,7.5085,124.12992,35,40,40,40,40,40,40,150,150,150,150,160,160,1195
BARMM,475503,"Del Sur Goodsheperd College, Inc.",#N/A,LDS1,Province of Lanao del Sur,Municipality of Wao,Barangay Extension ,7.644995,124.726622, -   , -   , -   , -   , -   , -   , -   ,60,60,60,60,60,60,360
BARMM,469530,Notre Dame University - Junior High School,#N/A,District 8,BARMM,City of Cotabato,Barangay Rosary Heights 3,7.215242,124.250507, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,721,713,1434
Region VI,438513,Advance Central College,Antique,SAN JOSE,ANTIQUE,SAN JOSE,5,10.74959407,121.9408665, -   , -   , -   , -   , -   , -   , -   ,133,121,85,80,129,138,686
Region IX,458512,"PAGADIAN KIDS' AVENUE LEARNING CENTER, INC.",#N/A,District 1,Zamboanga del Sur,Pagadian City,Tiguma,7.847995,123.460463,20,20,20,20,20,20,20,25,25,25,25,120,60,420
NCR,406500,"Bethel Christian School of Fairview, Inc.",#N/A,District 5,NCR,Quezon City,Fairview,14.69329,121.06056,30,50,35,35,35,35,35,35,35,35,35,60,60,515
NIR,404228,Southern Negros Adventist Academy Inc.,Kabankalan City,6th,NIR - NEGROS OCCIDENTAL,CITY OF KABANKALAN,Barangay Pinaguinpinan,9.98889,122.81222, -   , -   , -   , -   , -   , -   , -   ,42,45,30,36,25,25,203
NIR,404065,Ilog Seventh-Day Advetist Elementary School Inc.,Negros Occidental,Sixth District,Province of Negros Occidental,Municipality of Ilog,Barangay 1,14.57929,121.06494,15,9,15,15,9,13,17, -   , -   , -   , -   , -   , -   ,93
NIR,404083,"Calvary Baptist Academy of Pontevedra, Inc.",Negros Occidental,4th,Negros Occidental,Municipality,Barangay III,10.37068,122.86799,19,25,18,16,22,23,17,42,46,40,42,13, -   ,323
BARMM,478017,RC-AKIC Science Laboratory School,#N/A,Marawi district,Lanao del sur ,Marawi city,"Bo. marawi , national highway ",14.57929,121.06494,150,61,93,87,112,101,131,172,187,234,182, -   , -   ,1510
BARMM,405818,"St. Benedict College of Cotabato, Inc.",#N/A,3,BARMM,Cotabato City,RH-8 &  RH-9,7.19607,124.24337,44,47,28,40,40,26,22,30,30,35,35,35,20,432
BARMM,469504,"Kutawato Institute of Technology Foundation, Inc.",#N/A,District 1,Maguindanao Del Norte,Cotabato,"Poblacion,8,Kakar",7.1964,124.2538,20,20,20,20,20,20,30,30,40,30,30,20,20,320
Region IX,409720,"Sunshine World College of Technology, Inc.",#N/A,Congressional District,Province of Zamboanga del Sur,Municipality of Pagadian City,Barangay Sta.Lucia,7.83,7.83, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,25,30,55
NIR,440556,"Maranatha Christian Academy of Binalbagan, Inc.",Negros Occidental,District V,Province of Negros Occidental ,Binalbagan ,Enclaro,14.57929,121.06494,10,7,3,6,5,4,4, -   , -   , -   , -   , -   , -   ,39
NIR,410374,Baptist Missionary Association Bible College,Negros Occidental,Talisay II,NIR,Talisay City,Bubog,10.77228,122.96743,10,5,11,10,5,8,9,3, -   , -   , -   , -   , -   ,61
NIR,404191,WESTERN ANTIPOLO MISSION SCHOOL INC.,#N/A,District IV,Negros Occidental,City of La Carlota,Barangay 1,10.4253,122.9224,50,40,40,40,40,40,40,40,41,40,40,40,40,531
NIR,443002,Living Heritage Kinder School of La Carlota Inc.,#N/A,4th District,Province of Negros Occidental,City of La Carlota,Barangay Poblacion 3,10.425356,122.9224865,15, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,15
NIR,404230,"Temple Christian  Academy Kabankalan, Inc.",Kabankalan City,VI,Negros Occidental,Kabankalan,1,14.57929,12106494,25,30,30,30,30,20,30,45,40,40,40, -   , -   ,360
NIR,440539,St. Mary of the Lake Mission Sch. Inc.,Negros Occidental,1st District,Negros Occidental,Don Salvador Benedicto,Brgy. Bago,10.61307464,123.3318099, -   , -   , -   , -   , -   , -   , -   ,70,70,55,55, -   , -   ,250
NIR,440547,"Dos Hermanas Christian Learning Center, Inc.",Negros Occidental,3RD DISTRICT,PROVINCE OF NEGROS OCCIDENTAL,CITY OF TALISAY,BARANGAY DOS HERMANAS,10.7403962,123.0394244,55, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,55
BARMM,405841,"VMC Asian College Foundation, Inc.-Kauran Branch",#N/A,Ampatuan District ,Province of Maguindanao del Sur ,Municipality of Ampatuan ,Barangay Kauran,301.02,233.05, -   , -   , -   , -   , -   , -   , -   ,19,28,21,46,34,29,177
NIR,404056,"Fundamental Baptist Christian School, Inc.",Negros Occidental,DISTRICT 5,NEGROS OCCIDENTAL,HINIGARAN,BARANGAY 2,10.27,122.85,15,15,15,15,20,20,15,20,40,25,25, -   , -   ,225
NIR,404221,"Fellowship Baptist College of Kabankalan, Inc.",Kabankalan City,DISTRICT OF KABANKALAN,NIR,CITY OF KABANKALAN,BARANGAY 9,14.57929,121.06494, -   , -   , -   , -   , -   , -   , -   ,120,120,120,120,240,240,960
NIR,440549,Faith Christian School,Negros Occidental,District 4,Province of Negros Occidental,Municipality of Valladolid,Barangay Bagumbayan ,10.438369,122.828049,26,25,25,21,18,26,21,47,54,34,43, -   , -   ,340
BARMM,403878,AMA Computer College-Cotabato City,#N/A,District 3,Province,Cotabato City,BARANGAY ROSARY HEIGHTS 10,7.20161,124.23912, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,127,211,338
BARMM,406059,Claret School of Maluso,#N/A,1st,Basilan,Maluso,Townsite,6.539951769,121.8796103, -   , -   , -   , -   , -   , -   , -   ,276,249,253,199,235,230,1442
BARMM,408698,Hayat Integrated Academy,#N/A,District 3,BARMM,Municipality of Saguiaran,Barangay Pindolonan,8.0336712,124.2695409,40,40,40,40,40,40,40, -   , -   , -   , -   , -   , -   ,280
Region IX,458513,Pagadian Mount Zion Learning and Training Center Inc.,#N/A,District 1,Zamboanga del Sur,Pagadian City,Lenienza,7.850154,123.461952,30, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,30
Region VI,438545,"Belison Catholic Preschool Center, Inc.",Antique,Lone District ,Province of Antique,Municipality of Belison,Barangay Poblacion ,10.837175,121.958859,35, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,35
BARMM,409258,"Soar High Knowledge Foundation, Inc.",#N/A,First District,Province of Lanao del Sur,City of Marawi,"Barangay East Basak, Marawi City",8.007724,124.273423,30,20,16,15,17,15,14, -   , -   , -   , -   , -   , -   ,127
BARMM,408486,Hadji Ali Baganian Memorial School Inc.,#N/A,First district,Maguindanao Del Sur,Talayan,Tambuna-I,6.980777,124.380472,80,80,81,100,80,85,75,80,60,50,58, -   , -   ,829
BARMM,476519,"Buluan Technical Educational School of Life, Inc.",#N/A,Buluan,Province of Maguindanao Del Sur,Municipality of Buluan,Barangay Poblacion,6.721996,124.797097,50,50,50,50,25,25,25,50,50,50,50,30,30,535
NIR,404091,Camindangan Adventist Elementary School,#N/A,6th District,Negros Occidental,Sipalay City,Barangay Camindangan,9.827064,122.5688168,22,18,14,20,14,21,13, -   , -   , -   , -   , -   , -   ,122
NIR,409762,Fellowship Bible Learning Center Brgy Purisima Inc.,Negros Occidental,District 2,Negros Occidental ,Manapla,Barangay Purisima ,10.93,123.16,20, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,20
Region VI,440551,"Ikthus Cabacungan Christian School, Inc.",#N/A,La Castellana District,Negros Occidental,La Castellana,Cabacungan,563,10,21, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,21
BARMM,409005,"AL-MALIK CHILD LEARNING AND TECHNOLOGY TRAINING CENTER, INC.",#N/A,District 1,Province of Lanao del Sur I,Municipality of Saguiaran ,Barangay Poblacion,8.0341336,124.2712924,120,70,85,87,40,60,43,10,15, -   , -   , -   , -   ,530
BARMM,409262,"Philippine Muslim Teachers' College Laboratory School, Inc.",#N/A,Marawi District ,"Province of Marawi City, Lanao Del Sur",City of Marawi,Barangay Datu Saber,8.0061081,124.2868022,135,28,52,59,50,59,59,36,29,32,31,14, -   ,584
NIR,440608,"Manapla Fellowship Baptist Learning Center, Inc.",#N/A,District 2,Province of Negros Occidental,Municipality of Manapla,Barangay 1A,10.95049,123.1304634,15, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,15
NIR,440522,"Tuyom Baptist Learning Center, Incorporated",Negros Occidental,6th,Negros Occidental ,Cauayan ,Tuyom ,9.97825,122.553409,13, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,13
Region VI,438552,St. Isidore Parochial Kindergarten School,#N/A,Lone District,Province of Antique,Municipality of Laua-an ,Barangay Poblacion ,11.1420288,122.0415452,20, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,20
BARMM,409584,Maahad Al-Khairiah Al-Shamilah Al-Islmia,#N/A,District 1,Province of Lanao Del sur,Municipality of Lumba-Bayabao,Barangay Calilangan,7.858977,124.34692,4,2,2,3,3,2,2,1,1,1,1, -   , -   ,22
BARMM,408222,"Ma-ahad Al-khairiah Al-shamilah Al-islamiah (Islamic Charitable Integrated Institute),Inc.",#N/A,District 1,Province of Lanao Del sur,Municipality of Lumba Bayabao,Barangay Calilangan,7.858977,124.34692,4,2,2,3,2,2,2,1,1,1,1, -   , -   ,21
NIR,404192,La Carlota City SDA Elementary School,#N/A,4th district,Province of Negros Occidental,City of La Carlota,Barangay Poblacion III,10.41907,122.912116,20,15,15,15,18,17,15, -   , -   , -   , -   , -   , -   ,115
BARMM,410401,"Gani L. Abpi  College, Inc.. - MADIA CAMPUS",#N/A,Lone District,Maguinadanao del Sur,Datu Saudi Ampatuan,Madia,14.57929,121.06494,1,1, -   , -   , -   , -   , -   ,163,124,100,100,143,124,756
BARMM,410976,AL-AHAD INTEGRATED SCHOOL INCORPORATED,#N/A,1st District,Lanao del Sur,Saguiaran,Poblacion,8.03301,124.268766,98,60,60,31,30,30,30,30,25, -   , -   , -   , -   ,394
BARMM,411164,"UTHMAN ISLAMIC ACADEMY, INC.",#N/A,Maul,Lanao del sur,Marantao,Maul-ilian,7.966357,124.252129,15,20,20,20,20,20,20, -   , -   , -   , -   , -   , -   ,135
BARMM,407450,"Lamalan Balis Flash Image Learning Center, Inc.",#N/A,Private School ,Province of Maguindanao ,Municipality of DATU PIANG MAG DEL SUR ,Barabgay Damabalas ,500,200, -   , -   , -   , -   , -   , -   , -   ,40,40,40,40,40,40,240
BARMM,406101,"Senator Ninoy Aquino College Foundation Marawi City, Inc.",#N/A,District Marawi,Lanao del Sur,Marawi City,Brgy. kilala,14.57929,121.06494,25,30,26,40,34,39,35,56,61,57,50,26,19,498
Region VI,438507,"St. Luke Parochial Kindergarten School, Inc.",#N/A,District of Antique ,Province of Antique ,Municipality of Valderrama ,Barangay Ubos,14.57929,121.06494,45, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,45
BARMM,476520,"Eastern Kutawato Islamic Institute, Inc.",#N/A,DISTRICT 2,PROVINCE OF MAGUINDANAO DEL SUR,MUNICIPALITY OF BULUAN,BARANGAY POBLACION,6.72464,124.80057,50,45,35,50,60,30,30,250,201,100,100,150,200,1301
NIR,408236,"Negros New Life in Jesus Christian Academy, Inc.",Negros Occidental,Valladolid,Province of Negros Occidental,City of Valladolid,Baranggay Central Tabao Zone 4,10.440286,122.827481,50, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,50
BARMM,410472,"East - West Mindanao College, Inc.",#N/A,2,Maguindanao ,Ampatuan ,Kamasi ,6.7292799,124.5139756,225, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,258,"2,260",2743
BARMM,409690,Lanao Integrated Islamic School of Peace,#N/A,4th District ,Province of Lanao del Sur,Municipality of Tamparan,Barangay Picarabawan ,7.875718,124.3358709,45,29,28,29,22,21,16,5,8,9,5, -   , -   ,217
BARMM,410978,"SOUTHERN MAGUINDANAO ACADEMY COLLEGE, INC.",#N/A,Second District,Maguindanao Del Sur,Rajah Buayan,Sapakan,6.90917,124.54528, -   , -   , -   , -   , -   , -   , -   ,51,55,57,59,590,899,1711
BARMM,410429,"Kaliyot B. Sali Peace Academy, Inc.",#N/A,Lone District,maguindanao del sur,SULTAN SA BARONGIS (LAMBAYONG),Barurao,7.23,124.09,50,45,45,45,45,45, -   ,71,82,85,50,584,718,1865
BARMM,406673,"Datu Ibrahim Paglas Memorial College, Inc.",#N/A,Maguindanao Del Sur,Maguindanao Del Sur,DATU PAGLAS,Poblacion,124.8719,6.749592,30,40,40,50,50,40,40,120,100,100,100,120,120,950
BARMM,409261,"Al-Biruni International Academy, Inc.",#N/A,Ist destrict,Province of Lanao Del Sur,City of Marawi,BARANGAY DIMALNA,7.99523,124.25426,60,30,30,30,30,30,30,30,30,30,30, -   , -   ,360
BARMM,476525,Southern Philippines Academy (SPA) College,#N/A,Lone District,Maguindanao del Sur,DATU PIANG,Magaslong,7.0268,124.5054,95,82,109,87,82,68,45,16,268,297,144,467,125,1885
BARMM,406070,"Gani L. Abpi College, Inc.",#N/A,Lone,Province of Maguindanao del asur,Municipality of Datu Piang,Buayan,14.57929,121.06494,69,46,48,41,52,44,48,351,341,332,321,475,509,2677
NIR,404134,"Queen of Peace School Bacolod City, Inc.",Bacolod City,Lone District,Negros Occidental,Bacolod City,Singcang-Airport,122.93125,10.64945,20,30,30,30,30,30,30, -   , -   , -   , -   , -   , -   ,200
BARMM,405839,"Mindanao Autonomous College Foundation, Inc.",#N/A,lamitan,basilan,Lamitan ,MATATAG,6.65796,12213879,25,27,15,15,20,20,20,285,267,186,190,590,540,2200
Region VI,410351,"Iglesia Filipina Independiente Children's Learning Center-Antipolo, Inc.",#N/A,4TH DISTRICT,NEGROS ISLAND REGION,PONTEVEDRA,ANTIPOLO,10.35646,122.96315,27, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,27
BARMM,408902,"Kayaga Integrated Academy, Inc.",#N/A,District II,Province of Maguindanao Del Sur,Municipality of Pandag,Barangay Kayaga,6.7372391,124.8486053,35,35,25,41,35,38,41,23,13,7,24, -   , -   ,317
NIR,404079,"San Isidro Academy of Moises Padilla, Negros Occidental Inc.",Negros Occidental,Lone District,Negros Occidental,Moises Padilla,Barangay 6,10.27077,123.07546, -   , -   , -   , -   , -   , -   , -   ,208,202,160,162,137,161,1030
BARMM,478001,"Cali Paramedical College Foundation, Inc.",#N/A,District 1,Province of Lanao del Sur,City of Marawi,Barangay Sagonsongan,8.02051,124.27143, -   , -   , -   , -   , -   , -   ,40,35,35,35,35, -   , -   ,180
Region V,411399,EXCELSIOR POLYTECHNIC ACADEMY,Masbate,Second District,Province of Masbate,Municipality of Mandaon,Barangay Dayao,12.2864,123.34608,15, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,70,50,135
BARMM,406100,"Ranao Child Development Center Foundation, Inc.",#N/A,Lone District,Province of Lanao del Sur,City of Marawi,Barangay Panggao Saduc,8.0094123,124.2883831,179,70,80,54,79,79,58, -   , -   , -   , -   , -   , -   ,599
BARMM,405808,Notre Dame University-Elementary Trng Div,#N/A,Cotabato City ,Cotabato City,Cotabato City,Barangay Rosary Heights 3,7.2168,124.25121,120,160,160,160,160,140,160, -   , -   , -   , -   , -   , -   ,1060
BARMM,409797,"Integrated Montessori School of southern Philippines, Inc.",#N/A,congressional district,Province of Lanao del Sur,City of Marawi,barangay Dimalna,38188,84458,56,17,18,24,11,8,11, -   , -   , -   , -   , -   , -   ,145
NIR,404060,"Our Lady of Sorrows Academy, Inc.",Negros Occidental,District,NEGROS OCCIDENTAL,HINOBA-AN,BACUYANGAN,14.57929,121.06494, -   , -   , -   , -   , -   , -   , -   ,50,50,50,50,50,50,300
BARMM,405797,"Antonio R. Pacheco College, Inc.",#N/A,1,MAGUINDANAO DEL NORTE,Cotabato City,ROSARY HEIGTHS XII,1457929,12106494,20,20,20,20,20,20,8,35,35,40,40,30,40,348
NIR,443001,Maranatha Christian Academy,#N/A,District  IV,NIR,La Carlota,Barangay III,10.421647,122.913854,13,10,12,9,13,13,12,0, -   , -   , -   , -   , -   ,82
Region VI,404078,Marta Lemoncito Jardinico SDA ES,#N/A,Moises Padilla ,Negros Occidental ,Moises Padilla ,Quintin Remo ,8,3, -   ,15,15,15,15,15,15, -   , -   , -   , -   , -   , -   ,90
Region V,434543,Liceo  de Aroroy,#N/A,2nd District ,Province of Masbate ,Municipality of Aroroy ,Barangay Puro ,12.48953,123.38184,20,19,16,16,20,22,29,90,82,83,86,60,70,613
CAR,406104,Divine Word College-Bangued,#N/A,LONE DISTRICT,PROVINCE OF ABRA,MUNICIPALITY OF BANGUED,BARANGAY ZONE 6,17.59472,120.61627, -   , -   , -   , -   , -   , -   , -   ,250,160,150,150,300,300,1310
CAR,406242,Balay Sofia Inc.,#N/A,Lone District,Benguet,Baguio City,Palma Urbano,16.41194912,120.5889076,15,10,10,10,15,10,12,10,10,10, -   , -   , -   ,112
Region V,402970,Amando Cope College,Tabaco City,1st District,Albay,Tabaco City,Baranghawon,13.35527,123.72589, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,158,158,316
CAR,406235,Grace Bible Academy,#N/A,Lone District,Benguet,Baguio City,Pacdal,16.4182,120.61655,16,15,15,15,20,20,20,20,20,20,20,15,15,231
CAR,406125,St. Mary High School,#N/A,Lone Disrict,Province of Abra,Municipality of Pidigan,Barangay Poblacion West,17.571,120.5899, -   , -   , -   , -   , -   , -   , -   ,109,76,60,67,59,70,441
CAR,481562,San Luis King's Kids Christian Academy,#N/A,VI,CAR,City of Baguio,Barangay San Luis Extension,16.408167,120.569201,25,20,14,18,25,18,15, -   , -   , -   , -   , -   , -   ,135
CAR,406229,"Don Bosco School of Baguio City, Inc.",#N/A,Baguio City,Province of Benguet,Baguio City,Trancoville,16.40544,120.61255,30,40,40,45,45,45,45,55,55,100,100, -   , -   ,600
CAR,406266,Small World Christian School Foundation,#N/A,District 13,Benguet,Baguio City,Camp 7 Barangay,16.38472,120.59765,32,29,26,32,32,37,33,35,36,34,26,24,14,390
CAR,406112,Abra Mt. Development Educational Center,#N/A,District 1,Province of Abra,Municipality of Bucloc,Barangay Lamao,14.57929,121.06494, -   , -   , -   , -   , -   , -   , -   ,25,25,25,25,25,25,150
CAR,481563,Baguio Multicultural Institute,#N/A,DISTRICT 6,PROVINCE OF BENGUET,CITY OF BAGUIO,BARANGAY SAN LUIS,16.41307,120.57905,60,58,70,41,41,38,51,26,11,21,8, -   , -   ,425
Region V,403788,"Liceo de San Jacinto Foundation, Inc.",Masbate,District 3,Masbate,San Jacinto,Poblacion,12.570595,123.7345283,16,12,14,15,20,20,20,90,70,70,60,75,75,557
Region V,405723,"Computer Systems Institute, Inc.",Legaspi City,2nd,Albay,Legazpi City,Brgy. 36 - Kapantawan,13.1486,123.7512, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,10,9,19
BARMM,405841,"VMC Asian College Foundation, Inc.-Kauran Branch",#N/A,Ampatuan District ,Province of Maguindanao del Sur ,Municipality of Ampatuan ,Barangay Kauran ,301.02,233.04, -   , -   , -   , -   , -   , -   , -   ,45,45,45,45,45,45,270
CAR,406182,"St. Paul's Memorial School of Kalinga,Inc.",#N/A,Lone,Province of Kalinga,Municipality of Balbalan,Barangay Balbalasang,17.484031,121.059268, -   , -   , -   , -   , -   , -   , -   ,30,30,30,40,40,45,215
Region V,436012,"Christian Heritage Baptist Academy of Legaspi City, Inc.",Legaspi City,2,Province of Albay,City of Legazpi ,Barangay 40 Cruzada,13.5129,58.5410202,10,5,12,5,15,10,5,10,10,10,5, -   , -   ,97
CAR,406185,"St. Theresita's School of Lubuagan, INC.",#N/A,Lone District,Province of Kalinga,Municipality of Lubuagan ,Barangay Poblacion,17.352719,121.175295, -   , -   , -   , -   , -   , -   , -   ,37,26,31,24,19,32,169
BARMM,406095,Jamiatul Philippine Al-Islamia,#N/A,Marawi,Province of Lanao del Sur,City of Marawi,Raya Madaya,8.00044,124.29016,7,10,16,7,7,12,7,38,33,30,19,101,73,360
Region VI,403009,"St. Michael High School of Culasi, Inc.",#N/A,Lone District,Province of Antique,Municipality of Culasi,Centro Poblacion,11.42698,122.05585, -   , -   , -   , -   , -   , -   , -   ,170,190,130,160,140,115,905
CAR,406121,Santa Teresita School,#N/A,Lone district,Abra,Malibcong,Poblacion,17.75667094,120.9830067, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,17, -   ,16,33
CAR,400861,AMA Computer College-Baguio City,#N/A,lone congressional district,Benguet,Baguio City,burnham-legarda-kisad,16.40194,120.59452, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,320,320,640
CAR,481544,"Free Believers in Christ Academy, Inc.",#N/A,Lone District,Province of Benguet,City of Baguio,New Lucban,16.42308,120.59783,10,15,15,15,15,15,15,15,15,15,15,15,15,190
CAR,406279,UB - Science High School,#N/A,District 7,Benguet,Baguio City,General Luna,16.4151,120.5975, -   , -   , -   , -   , -   ,0, -   ,35,35,35,35,35,35,210
Region III,410333,RA Montessori School Inc.,#N/A,District 2,Province of Pampanga,Municipality of Guagua,Barangay San Antonio,14.97116,120.60636,60,40,20,40,20,20,20, -   , -   , -   , -   , -   , -   ,220
Region VI,443004,St. Vincent Ferrer Community School,#N/A,4th district,NEGROS OCCIDENTAL,CITY OF LA CARLOTA,BARANGAY LA GRANJA,10.40641,122.9969,182, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,182
CAR,406107,Holy Spirit Academy of Bangued,Abra,Lone District,Province of Abra,Municipality of Bangued ,Barangay Zone 5 ,14.57929,121.06494,38,57,53,55,45,60,46,109,110,95,90,58,95,911
NIR,445509,"Maranatha Christian Academy of Kabankalan, Inc.",#N/A,District 6,Province of Negros,City of Kabankalan,Barangay Binicuil,10.022062,122.824393,7,3,7,2,4,6,3, -   , -   , -   , -   , -   , -   ,32
NIR,404084,Pontevedra SDA Elementary School,Negros Occidental,4th District ,Province of Negros Occidental,Municipality of Pontevedra,Barangay II,10.373,122.8695,36,24,21,19,27,19,15, -   , -   , -   , -   , -   , -   ,161
NIR,445506,Star of the Morning Catholic Kinder School Inc.,Kabankalan City,Lone district ,Negros Island Region ,CITY OF KABANKALAN,Barangay Salong ,9.9649098,122.777609,12, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,12
CAR,481515,Irisan Children's Learning Center Inc.,#N/A,Lone District,Benguet,Baguio City,Asin Road/Irisan,16.40944,120.56538,40,25,25,25,25,25,25, -   , -   , -   , -   , -   , -   ,190
NIR,404092,Goshen Adventist Elementary School,#N/A,District I,Province of Negros Occidental ,City of Sipalay,Barangay Mambaroto,9.7488145,122.4205653,20,10,20,10,10,10,10, -   , -   , -   , -   , -   , -   ,90
CAR,406247,Metropolitan Baguio Christian Academy,#N/A,Woodsgate Square,Province of Benguet,Baguio City,Camp 7,16.40203,120.59697,25,17,26,18,22,27,17, -   , -   , -   , -   , -   , -   ,152
CAR,406102,Abra Valley Colleges,#N/A,LONE DISTRICT,PROVINCE OF ABRA,MUNICIPALITY OF BANGUED,ZONE 4,17.59698,120.61649, -   ,1,1, -   , -   ,4,2,22,28,19,25,35,60,197
CAR,481526,"Daily International School, Inc.",#N/A,Lone District,Province of Benguet,City of Baguio,Barangay SLU-SVP Housing Village,16.39002,120.58854, -   ,10,15,15,15,15,15,15,15,15,15, -   , -   ,145
NIR,409918,"GSR Learning Center, Inc.",Negros Occidental,District VI,Negros Island Region,Cauayan,Tuyom,14.57929,121.06494,16,21,17,18,16,26,11, -   , -   , -   , -   , -   , -   ,125
Region V,403912,St. Gregory The Great Seminary,#N/A,Lone district,Albay,Tabaco,Panal,13.35779,123.72511, -   , -   , -   , -   , -   , -   , -   ,10,10,10,10,15,15,70
CAR,406194,Tabuk Baptist Christian Academy,#N/A,Lone District,Province of Kalinga ,City of Tabuk,Bulanao,17.418671,121.443004,42,40,37,34,28,33,20, -   , -   , -   , -   , -   , -   ,234
